sub,time,trial,stim1,stim2,decision,RT_decision,val1,RT_val1,conf1,RT_conf1,val2,RT_val2,conf2,RT_conf2,conf_decision,RT_conf_decision
261,1684383844259,7,-50,-20,2,0.672,5.0,7.818,1.0,3.75,8.0,1.907,5.0,1.964,10.0,1.434
261,1684383905259,8,-80,-50,2,1.26,2.0,42.592,1.0,1.935,5.0,1.811,1.0,4.626,10.0,1.503
261,1684383923759,9,-20,-80,1,0.647,8.0,2.117,7.0,1.902,2.0,2.131,1.0,1.543,10.0,1.527
261,1684383940860,10,-50,-80,1,0.77,4.0,3.168,1.0,0.985,2.0,1.616,5.0,2.342,10.0,1.069
261,1684383960376,11,-80,-20,2,0.75,2.0,1.739,5.0,2.428,8.0,1.407,2.0,1.825,10.0,2.408
261,1684383978493,12,-20,-50,1,0.759,8.0,1.92,1.0,0.941,4.0,3.04,1.0,0.899,10.0,0.909
261,1684383996343,13,50,-20,1,0.697,15.0,2.6,1.0,1.941,8.0,2.676,1.0,0.934,10.0,1.03
261,1684384030677,14,-50,80,2,1.249,4.0,19.087,1.0,0.789,18.0,2.047,2.0,0.794,10.0,1.369
261,1684384051144,15,20,-50,1,1.521,12.0,1.56,2.0,1.46,4.0,2.43,1.0,1.929,10.0,2.259
261,1684384065361,16,-20,80,2,0.496,8.0,1.388,1.0,1.673,18.0,1.817,1.0,0.707,10.0,0.889
261,1684384081444,17,20,-20,1,0.676,12.0,1.778,1.0,1.126,8.0,2.258,1.0,1.221,10.0,1.236
261,1684384099294,18,50,-80,1,0.988,15.0,3.669,1.0,1.212,2.0,2.064,1.0,0.793,10.0,1.245
261,1684384115078,19,50,-50,1,0.749,15.0,1.605,1.0,0.962,4.0,2.318,1.0,0.736,10.0,1.115
261,1684384127844,20,-80,20,2,1.125,2.0,1.866,1.0,0.749,12.0,1.533,1.0,0.758,10.0,0.986
261,1684384143228,21,-80,80,2,0.533,2.0,1.455,1.0,1.391,18.0,1.413,1.0,1.4,10.0,1.302
261,1684384159478,22,80,-80,1,0.82,18.0,3.124,1.0,0.751,2.0,1.429,1.0,1.019,10.0,1.374
261,1684384178078,23,-20,50,2,0.525,8.0,3.001,1.0,1.851,15.0,1.971,1.0,1.02,10.0,1.721
261,1684384192045,24,-50,20,2,0.544,5.0,3.557,1.0,0.805,12.0,1.451,1.0,0.735,10.0,1.753
261,1684384211195,25,20,-80,1,1.297,12.0,2.047,1.0,0.934,2.0,2.082,1.0,1.93,10.0,1.043
261,1684384227045,26,80,-50,1,1.067,18.0,1.695,1.0,1.387,4.0,2.027,1.0,1.046,10.0,1.378
261,1684384245312,27,80,-20,1,0.97,18.0,2.387,1.0,2.001,8.0,2.096,1.0,1.151,10.0,1.141
261,1684384265078,28,-50,50,2,1.757,4.0,3.335,1.0,1.329,15.0,1.602,1.0,0.714,10.0,3.012
261,1684384281712,29,-80,50,2,1.038,2.0,1.708,1.0,2.368,15.0,2.033,1.0,0.694,10.0,1.116
261,1684384298712,30,-20,20,2,0.908,8.0,1.827,1.0,0.993,12.0,2.41,1.0,1.305,10.0,1.844
262,1684386403098,1,-20,20,2,2.193,7.0,8.871,8.0,1.666,12.0,3.188,9.0,1.201,7.0,2.855
262,1684386419958,2,-50,50,2,0.816,3.0,2.392,9.0,1.505,15.0,3.766,9.0,0.928,9.0,2.248
262,1684386436776,3,-80,80,2,0.686,1.0,3.039,10.0,1.67,19.0,1.965,10.0,1.958,10.0,1.071
262,1684386456036,4,-80,50,2,1.305,0.0,2.831,10.0,1.395,16.0,4.117,9.0,2.434,9.0,1.708
262,1684386471345,5,50,-20,1,1.03,14.0,2.562,10.0,1.54,8.0,1.843,9.0,1.475,10.0,1.884
262,1684386485853,6,20,-80,1,1.023,12.0,2.413,10.0,1.257,1.0,1.866,9.0,1.139,10.0,1.837
262,1684386501687,7,-50,80,2,0.684,5.0,3.4,9.0,1.386,19.0,1.609,10.0,1.56,10.0,1.227
262,1684386519180,8,-20,80,2,1.051,8.0,3.063,10.0,1.834,19.0,2.172,10.0,0.856,10.0,2.428
262,1684386536289,9,20,-50,1,1.081,12.0,3.331,9.0,1.522,6.0,2.58,9.0,1.457,10.0,1.418
262,1684386560445,10,-20,50,2,1.742,8.0,2.436,10.0,1.097,15.0,5.621,10.0,5.25,10.0,2.187
262,1684386577246,11,-80,20,2,0.786,0.0,2.297,9.0,1.723,12.0,2.821,9.0,1.575,10.0,1.83
262,1684386593380,12,80,-50,1,0.8,20.0,2.672,9.0,1.918,4.0,1.938,9.0,1.18,10.0,1.044
262,1684386614284,13,50,-50,1,1.168,16.0,4.009,10.0,1.619,5.0,2.988,9.0,1.987,10.0,3.422
262,1684386639874,14,50,-80,1,1.057,15.0,12.577,10.0,1.334,1.0,2.107,10.0,1.37,10.0,1.672
262,1684386654665,15,20,-20,1,0.64,12.0,1.982,9.0,1.506,8.0,2.79,10.0,0.977,10.0,0.956
262,1684386668365,16,80,-20,1,0.83,19.0,1.653,9.0,1.929,8.0,1.458,9.0,1.053,10.0,1.493
262,1684386681856,17,80,-80,1,0.693,19.0,1.572,10.0,1.65,1.0,1.487,10.0,0.825,10.0,1.568
262,1684386698732,18,-50,20,2,1.161,4.0,2.945,10.0,1.239,12.0,1.826,10.0,1.168,10.0,2.969
262,1684386714358,19,-80,-20,2,0.934,1.0,1.877,10.0,0.854,8.0,2.176,9.0,1.92,10.0,1.91
262,1684386727507,20,-80,-50,2,0.767,1.0,1.819,10.0,0.762,6.0,2.597,10.0,0.977,9.0,1.7
262,1684386741523,21,-50,-20,2,0.611,6.0,2.496,10.0,0.827,8.0,1.466,10.0,1.486,10.0,1.189
262,1684386755815,22,-20,-80,1,0.775,9.0,2.236,10.0,1.296,0.0,2.233,10.0,0.77,10.0,1.443
262,1684386771148,23,-50,-80,1,0.924,6.0,2.713,10.0,1.311,2.0,1.54,10.0,1.051,9.0,1.413
262,1684386783138,24,-20,-50,2,0.35,8.0,1.644,10.0,0.757,5.0,1.497,10.0,1.117,0.0,2.406
262,1684386804575,25,80,50,1,0.639,20.0,7.863,10.0,1.049,14.0,2.705,9.0,1.216,10.0,1.619
262,1684386817591,26,20,50,2,0.597,12.0,1.671,10.0,0.991,16.0,1.323,10.0,0.801,10.0,2.11
262,1684386833508,27,20,80,2,0.774,12.0,3.88,9.0,1.155,18.0,1.42,10.0,0.796,10.0,1.992
262,1684386847825,28,50,20,1,0.913,15.0,1.559,10.0,1.598,12.0,1.469,9.0,1.409,10.0,1.465
262,1684386862516,29,80,20,1,0.843,19.0,2.054,10.0,1.358,12.0,1.679,9.0,1.381,10.0,1.407
262,1684386876791,30,50,80,2,0.623,15.0,2.178,10.0,2.049,20.0,1.509,10.0,1.071,10.0,1.227
82,1678835245626,1,-20,-50,1,6.867,,,,,,,,,,
82,1678835257683,2,-20,-80,2,8.129,,,,,,,,,,
82,1678835264746,3,-50,-80,2,2.079,,,,,,,,,,
82,1678835286686,4,-80,-20,1,4.347,14.0,2.741,5.0,1.537,14.0,3.023,6.0,2.365,6.0,2.37
82,1678835310160,5,-80,-50,2,0.877,13.0,6.96,6.0,5.604,13.0,2.103,7.0,1.593,6.0,1.584
82,1678835323182,6,-50,-20,2,1.044,14.0,1.594,6.0,1.209,12.0,1.292,6.0,1.122,7.0,2.049
82,1678835331238,7,50,20,1,3.625,,,,,,,,,,
82,1678835340740,8,80,20,2,4.848,,,,,,,,,,
82,1678835346483,9,80,50,2,0.986,,,,,,,,,,
82,1678835375875,10,50,80,2,1.588,14.0,9.291,6.0,2.135,18.0,5.48,5.0,1.548,8.0,3.563
82,1678835393154,11,20,50,2,1.243,12.0,1.94,2.0,2.435,15.0,2.839,5.0,1.103,6.0,2.1
82,1678835409649,12,20,80,2,0.801,12.0,1.621,5.0,1.552,14.0,1.99,4.0,2.086,7.0,2.427
82,1678835415830,13,50,-20,1,1.662,,,,,,,,,,
82,1678835421303,14,-80,80,2,1.108,,,,,,,,,,
82,1678835427602,15,-50,80,2,1.449,,,,,,,,,,
82,1678835433130,16,-80,20,2,1.563,,,,,,,,,,
82,1678835438964,17,20,-50,1,1.148,,,,,,,,,,
82,1678835445187,18,80,-20,1,2.007,,,,,,,,,,
82,1678835450903,19,20,-20,1,0.867,,,,,,,,,,
82,1678835455146,20,-80,50,2,0.894,,,,,,,,,,
82,1678835459945,21,-50,50,2,0.592,,,,,,,,,,
82,1678835479752,22,80,-80,1,1.297,16.0,3.57,7.0,1.801,14.0,4.674,5.0,1.411,6.0,1.501
82,1678835498692,23,-20,20,1,0.784,8.0,1.954,6.0,2.335,12.0,2.144,3.0,1.281,0.0,4.728
82,1678835512797,24,-20,80,1,0.746,5.0,2.93,6.0,1.234,6.0,1.755,4.0,2.108,4.0,1.21
82,1678835533147,25,-50,20,2,0.979,14.0,5.404,4.0,1.216,12.0,2.799,7.0,1.634,4.0,1.288
82,1678835551349,26,50,-80,1,2.086,16.0,2.935,5.0,1.428,13.0,1.367,4.0,3.732,5.0,1.504
82,1678835566018,27,50,-50,1,0.932,12.0,2.154,7.0,1.509,12.0,1.763,5.0,1.082,5.0,1.27
82,1678835582047,28,20,-80,1,1.144,12.0,2.246,5.0,1.023,7.0,2.738,7.0,2.164,7.0,1.148
82,1678835597965,29,-20,50,2,0.869,6.0,2.894,7.0,2.111,16.0,2.032,6.0,1.094,7.0,1.314
82,1678835619015,30,80,-50,1,1.26,13.0,3.09,5.0,1.301,8.0,2.998,7.0,5.254,5.0,1.504
84,1678835864241,1,-20,80,2,2.271,,,,,,,,,,
84,1678835873990,2,20,-80,1,4.28,,,,,,,,,,
84,1678835885340,3,-50,80,1,2.721,,,,,,,,,,
84,1678835894190,4,20,-20,1,2.235,,,,,,,,,,
84,1678835900924,5,-80,50,2,1.085,,,,,,,,,,
84,1678835909440,6,20,-50,1,2.88,,,,,,,,,,
84,1678835918074,7,-80,80,1,0.751,,,,,,,,,,
84,1678835925840,8,-20,50,2,0.77,,,,,,,,,,
84,1678835933607,9,50,-50,1,0.824,,,,,,,,,,
84,1678835961109,10,50,-80,1,1.01,12.0,3.09,5.0,3.66,10.0,3.479,4.0,1.216,4.0,5.121
84,1678836077174,11,-80,20,1,0.678,9.0,98.836,5.0,1.419,8.0,2.848,3.0,1.375,3.0,1.988
84,1678836107124,12,80,-50,2,0.884,11.0,2.649,3.0,2.01,13.0,2.112,2.0,1.611,6.0,1.769
84,1678836141908,13,-50,50,2,1.471,13.0,17.236,5.0,3.126,11.0,1.516,4.0,1.237,3.0,1.926
84,1678836181441,14,-50,20,1,2.075,13.0,2.349,3.0,1.457,14.0,21.252,3.0,1.697,3.0,2.643
84,1678836201275,15,-20,20,1,0.784,8.0,2.407,2.0,1.541,7.0,1.519,1.0,1.486,3.0,1.556
84,1678836225308,16,80,-20,1,0.695,7.0,1.933,3.0,1.697,7.0,4.75,4.0,5.103,3.0,1.565
84,1678836245093,17,80,-80,1,1.516,5.0,1.603,3.0,1.591,8.0,2.017,3.0,1.983,4.0,1.661
84,1678836262208,18,50,-20,1,0.886,11.0,1.865,4.0,1.508,6.0,1.631,4.0,0.969,7.0,2.248
84,1678836269775,19,50,80,1,0.724,,,,,,,,,,
84,1678836276225,20,20,80,2,1.706,,,,,,,,,,
84,1678836284558,21,50,20,1,1.135,,,,,,,,,,
84,1678836300275,22,20,50,2,1.156,9.0,1.716,3.0,1.347,12.0,1.409,2.0,1.247,6.0,1.48
84,1678836319492,23,80,50,2,0.659,9.0,2.629,2.0,1.371,12.0,2.602,4.0,1.527,6.0,1.913
84,1678836335210,24,80,20,2,1.696,5.0,2.794,3.0,1.428,5.0,1.945,2.0,1.258,3.0,1.448
84,1678836346525,25,-80,-20,2,1.778,,,,,,,,,,
84,1678836354358,26,-20,-50,2,1.64,,,,,,,,,,
84,1678836362792,27,-80,-50,2,0.951,,,,,,,,,,
84,1678836380858,28,-50,-20,1,1.492,8.0,1.565,4.0,1.794,6.0,1.591,3.0,1.405,2.0,1.546
84,1678836397275,29,-20,-80,1,0.652,7.0,2.33,5.0,1.275,8.0,1.109,5.0,1.563,2.0,1.403
84,1678836417292,30,-50,-80,1,1.4,10.0,2.938,4.0,1.229,7.0,2.242,2.0,1.117,6.0,3.387
85,1678835902804,1,50,80,2,4.831,,,,,,,,,,
85,1678835909789,2,80,20,1,1.513,,,,,,,,,,
85,1678835920585,3,50,20,1,2.757,,,,,,,,,,
85,1678835947480,4,80,50,1,1.65,18.0,3.533,5.0,2.48,16.0,3.42,5.0,1.509,8.0,5.965
85,1678835974451,5,20,80,2,1.305,12.0,3.99,3.0,2.389,18.0,3.808,5.0,2.392,6.0,6.378
85,1678835997437,6,20,50,2,1.213,12.0,3.264,3.0,2.813,16.0,3.423,6.0,2.737,7.0,2.868
85,1678836007205,7,-80,-50,2,2.528,,,,,,,,,,
85,1678836020623,8,-50,-20,2,6.065,,,,,,,,,,
85,1678836029274,9,-80,-20,2,0.942,,,,,,,,,,
85,1678836054076,10,-20,-50,1,2.592,8.0,5.422,4.0,2.546,6.0,2.63,4.0,1.545,5.0,2.432
85,1678836080479,11,-20,-80,1,1.178,8.0,2.607,4.0,2.83,2.0,3.639,6.0,4.693,5.0,3.104
85,1678836112482,12,-50,-80,1,1.313,6.0,3.978,6.0,3.206,2.0,8.099,8.0,3.013,7.0,2.755
85,1678836121583,13,80,-20,1,2.136,,,,,,,,,,
85,1678836131017,14,80,-50,1,2.113,,,,,,,,,,
85,1678836145268,15,-80,20,2,2.555,,,,,,,,,,
85,1678836153636,16,50,-50,1,2.008,,,,,,,,,,
85,1678836166154,17,-80,50,2,5.537,,,,,,,,,,
85,1678836176355,18,-20,20,2,3.095,,,,,,,,,,
85,1678836184540,19,-20,50,2,1.49,,,,,,,,,,
85,1678836191123,20,-80,80,2,1.83,,,,,,,,,,
85,1678836200274,21,20,-50,1,2.07,,,,,,,,,,
85,1678836222160,22,-50,20,2,1.456,7.0,4.89,6.0,1.311,12.0,2.238,5.0,1.649,6.0,2.912
85,1678836260563,23,50,-80,1,1.862,16.0,3.076,8.0,11.33,2.0,2.951,7.0,2.083,7.0,8.542
85,1678836287488,24,-50,50,2,5.619,8.0,3.45,7.0,2.503,16.0,3.795,7.0,2.272,7.0,4.1
85,1678836344640,25,80,-80,1,1.781,18.0,6.016,8.0,6.44,2.0,25.414,6.0,2.607,6.0,2.286
85,1678836376758,26,50,-20,1,1.41,16.0,4.906,4.0,8.91,7.0,3.422,3.0,3.19,7.0,2.958
85,1678836401977,27,-20,80,2,1.072,7.0,3.775,6.0,4.0,18.0,2.871,5.0,2.403,7.0,2.529
85,1678836426613,28,-50,80,2,0.98,7.0,2.95,1.0,3.187,18.0,3.865,8.0,2.614,9.0,2.494
85,1678836461583,29,20,-20,1,1.795,12.0,4.079,4.0,2.535,8.0,6.476,6.0,9.225,7.0,3.141
85,1678836497653,30,20,-80,1,2.002,12.0,2.246,7.0,14.99,2.0,3.214,6.0,2.84,6.0,2.839
86,1678835832916,1,50,80,2,1.625,,,,,,,,,,
86,1678835842067,2,80,20,1,3.614,,,,,,,,,,
86,1678835852452,3,50,20,1,1.75,,,,,,,,,,
86,1678835874476,4,20,80,2,1.184,12.0,2.638,4.0,1.311,18.0,3.628,4.0,2.137,9.0,3.238
86,1678835898055,5,80,50,1,1.231,18.0,3.379,3.0,2.53,15.0,4.921,2.0,1.659,9.0,2.105
86,1678835920013,6,20,50,2,1.784,12.0,3.185,3.0,1.33,15.0,2.503,3.0,3.091,10.0,2.087
86,1678835936509,7,-50,-80,1,8.387,,,,,,,,,,
86,1678835946394,8,-20,-80,1,1.455,,,,,,,,,,
86,1678835956077,9,-20,-50,1,2.05,,,,,,,,,,
86,1678835978398,10,-80,-20,2,1.428,3.0,3.829,3.0,1.425,8.0,2.346,3.0,1.178,10.0,3.73
86,1678836000447,11,-50,-20,2,0.997,5.0,3.069,2.0,2.145,8.0,1.856,3.0,1.119,9.0,2.784
86,1678836024700,12,-80,-50,2,1.793,2.0,2.518,3.0,2.485,5.0,3.068,2.0,2.311,9.0,2.048
86,1678836034618,13,20,-80,1,2.141,,,,,,,,,,
86,1678836043976,14,-50,20,2,2.309,,,,,,,,,,
86,1678836055144,15,50,-20,1,1.867,,,,,,,,,,
86,1678836063970,16,-50,80,2,1.657,,,,,,,,,,
86,1678836073305,17,80,-20,1,1.936,,,,,,,,,,
86,1678836082708,18,50,-80,1,1.625,,,,,,,,,,
86,1678836093162,19,20,-20,1,2.774,,,,,,,,,,
86,1678836101007,20,50,-50,1,2.04,,,,,,,,,,
86,1678836110164,21,80,-80,1,1.283,,,,,,,,,,
86,1678836131835,22,20,-50,1,1.679,12.0,2.346,3.0,2.563,5.0,3.123,3.0,2.604,10.0,1.445
86,1678836155147,23,-50,50,2,1.028,5.0,2.436,3.0,3.247,15.0,2.956,3.0,1.348,10.0,2.282
86,1678836171223,24,-20,50,2,1.098,8.0,2.281,3.0,1.773,14.0,2.484,3.0,1.314,10.0,1.62
86,1678836194936,25,-20,20,2,1.117,8.0,2.493,3.0,2.531,12.0,2.323,4.0,2.24,10.0,1.284
86,1678836216534,26,-80,50,2,1.397,3.0,2.365,2.0,2.501,14.0,2.547,3.0,1.536,10.0,3.043
86,1678836238473,27,80,-50,1,1.628,18.0,2.356,3.0,1.833,5.0,3.811,3.0,1.697,10.0,1.515
86,1678836264043,28,-20,80,2,1.119,8.0,2.78,3.0,4.879,17.0,2.156,3.0,4.144,10.0,1.593
86,1678836288061,29,-80,20,2,0.819,3.0,2.47,3.0,2.128,12.0,2.412,3.0,2.269,10.0,5.627
86,1678836306398,30,-80,80,2,1.135,2.0,1.973,2.0,1.799,18.0,2.38,3.0,1.073,10.0,1.693
87,1678836314055,1,-50,-20,2,2.22,,,,,,,,,,
87,1678836324085,2,-80,-50,2,1.918,,,,,,,,,,
87,1678836338464,3,-80,-20,2,1.624,,,,,,,,,,
87,1678836366119,4,-50,-80,1,1.566,5.0,4.517,8.0,1.668,0.0,2.317,9.0,2.336,6.0,3.9
87,1678836386295,5,-20,-80,1,0.751,8.0,3.029,8.0,1.169,1.0,2.278,8.0,1.577,8.0,2.264
87,1678836408670,6,-20,-50,1,0.538,9.0,2.319,7.0,1.227,6.0,2.294,8.0,1.139,7.0,5.725
87,1678836421554,7,-20,80,2,2.166,,,,,,,,,,
87,1678836439462,8,-50,80,2,1.024,,,,,,,,,,
87,1678836452387,9,20,-80,1,2.012,,,,,,,,,,
87,1678836464691,10,-20,50,2,1.361,,,,,,,,,,
87,1678836476976,11,50,-50,1,0.996,,,,,,,,,,
87,1678836491614,12,50,-80,1,1.168,,,,,,,,,,
87,1678836504252,13,-50,20,2,1.366,,,,,,,,,,
87,1678836515493,14,-20,20,2,1.165,,,,,,,,,,
87,1678836529316,15,80,-80,1,1.546,,,,,,,,,,
87,1678836553455,16,50,-20,1,0.991,15.0,2.893,7.0,1.016,8.0,2.256,8.0,1.804,9.0,4.68
87,1678836577312,17,20,-50,1,1.093,13.0,3.2,8.0,0.869,5.0,2.266,8.0,1.46,8.0,2.481
87,1678836599064,18,80,-50,1,0.85,20.0,2.161,10.0,1.65,4.0,2.114,7.0,1.048,8.0,2.6
87,1678836627440,19,-50,50,2,0.964,6.0,4.77,8.0,1.274,14.0,2.728,8.0,0.674,7.0,2.653
87,1678836646360,20,-80,50,2,0.909,1.0,3.14,9.0,0.721,14.0,2.241,9.0,1.196,7.0,3.042
87,1678836667317,21,-80,20,2,1.032,2.0,2.537,9.0,0.885,12.0,1.658,9.0,1.269,8.0,2.115
87,1678836688831,22,80,-20,1,1.986,19.0,2.17,9.0,0.911,9.0,2.501,8.0,1.558,8.0,1.81
87,1678836710972,23,-80,80,2,0.738,2.0,2.106,9.0,1.397,19.0,2.221,9.0,1.249,8.0,1.793
87,1678836727386,24,20,-20,1,1.07,13.0,2.374,8.0,1.309,8.0,1.579,7.0,1.406,7.0,2.107
87,1678836741008,25,20,80,2,1.498,,,,,,,,,,
87,1678836751865,26,20,50,2,1.367,,,,,,,,,,
87,1678836765569,27,80,50,1,1.391,,,,,,,,,,
87,1678836785570,28,50,20,1,1.084,13.0,2.115,8.0,1.028,11.0,1.553,9.0,1.275,7.0,2.558
87,1678836805903,29,50,80,2,0.605,15.0,2.796,9.0,1.972,19.0,2.019,10.0,0.901,9.0,1.361
87,1678836825708,30,80,20,1,0.898,19.0,1.769,9.0,1.253,12.0,1.995,9.0,1.243,9.0,1.331
88,1678837384459,1,80,20,1,2.228,,,,,,,,,,
88,1678837398780,2,80,50,1,1.944,,,,,,,,,,
88,1678837421657,3,50,20,1,2.186,,,,,,,,,,
88,1678837452548,4,50,80,2,1.358,14.0,3.679,8.0,1.35,17.0,3.813,8.0,1.047,8.0,2.13
88,1678837479281,5,20,50,2,1.334,14.0,2.77,7.0,1.351,15.0,3.422,8.0,2.318,7.0,1.16
88,1678837504169,6,20,80,2,0.679,14.0,3.862,7.0,1.813,18.0,1.902,9.0,1.0,9.0,1.803
88,1678837523032,7,-50,20,1,1.298,,,,,,,,,,
88,1678837540375,8,50,-20,1,2.863,,,,,,,,,,
88,1678837562319,9,50,-50,1,2.539,,,,,,,,,,
88,1678837580068,10,-80,80,2,1.862,,,,,,,,,,
88,1678837600331,11,-20,20,2,1.619,,,,,,,,,,
88,1678837622981,12,80,-20,1,1.387,,,,,,,,,,
88,1678837641948,13,-80,50,2,1.508,,,,,,,,,,
88,1678837659734,14,80,-50,1,1.935,,,,,,,,,,
88,1678837684934,15,20,-80,1,2.613,,,,,,,,,,
88,1678837721901,16,-50,80,2,3.566,14.0,2.732,8.0,1.52,18.0,3.526,9.0,1.742,9.0,7.679
88,1678837758221,17,-50,50,2,0.523,17.0,5.536,8.0,2.824,16.0,1.791,9.0,1.836,8.0,2.498
88,1678837787593,18,-20,50,2,1.094,12.0,2.415,8.0,1.312,17.0,1.805,8.0,1.127,8.0,2.185
88,1678837820903,19,80,-80,1,0.863,19.0,3.224,9.0,1.895,4.0,3.103,9.0,1.46,9.0,1.966
88,1678837841919,20,20,-50,2,1.285,13.0,2.463,8.0,0.967,15.0,1.965,8.0,0.919,9.0,2.124
88,1678837873881,21,-20,80,2,0.67,8.0,4.2,7.0,2.209,18.0,2.647,9.0,1.504,9.0,2.422
88,1678837900703,22,20,-20,1,0.718,14.0,2.491,8.0,0.992,8.0,2.884,8.0,1.335,8.0,1.802
88,1678837932834,23,-80,20,2,0.694,3.0,3.901,9.0,1.983,15.0,1.927,7.0,1.351,8.0,1.429
88,1678837955554,24,50,-80,1,0.806,14.0,2.808,8.0,4.632,2.0,2.07,8.0,1.64,8.0,1.426
88,1678837978078,25,-20,-80,1,1.969,,,,,,,,,,
88,1678837995202,26,-80,-50,2,1.66,,,,,,,,,,
88,1678838016208,27,-50,-20,1,1.622,,,,,,,,,,
88,1678838046277,28,-50,-80,1,0.933,14.0,3.837,8.0,1.99,3.0,2.748,7.0,1.599,8.0,2.257
88,1678838076817,29,-20,-50,2,0.694,8.0,5.864,7.0,1.062,15.0,1.732,7.0,1.286,7.0,1.721
88,1678838105193,30,-80,-20,2,0.678,2.0,2.946,8.0,1.509,8.0,1.967,7.0,0.916,7.0,2.681
89,1678836062613,1,80,-50,1,1.457,,,,,,,,,,
89,1678836069296,2,-20,50,2,1.275,,,,,,,,,,
89,1678836078729,3,80,-80,1,1.134,,,,,,,,,,
89,1678836087695,4,-80,50,2,2.346,,,,,,,,,,
89,1678836095261,5,50,-50,1,1.997,,,,,,,,,,
89,1678836102149,6,20,-50,1,1.262,,,,,,,,,,
89,1678836111265,7,-80,20,2,1.344,,,,,,,,,,
89,1678836119898,8,-20,80,2,1.317,,,,,,,,,,
89,1678836127948,9,-20,20,2,1.152,,,,,,,,,,
89,1678836157296,10,50,-20,1,1.089,15.0,6.425,8.0,1.226,8.0,2.045,7.0,6.775,10.0,2.73
89,1678836178083,11,80,-20,1,0.658,18.0,3.168,9.0,1.633,6.0,1.676,9.0,2.23,10.0,3.176
89,1678836207115,12,20,-80,1,0.666,11.0,2.588,6.0,4.182,1.0,2.113,9.0,1.559,5.0,7.239
89,1678836234137,13,-50,50,2,0.644,4.0,9.584,7.0,1.853,15.0,3.424,9.0,1.649,9.0,2.058
89,1678836252453,14,-50,20,2,0.636,5.0,2.873,9.0,1.805,11.0,1.684,7.0,2.257,9.0,1.599
89,1678836275518,15,20,-20,1,0.705,11.0,2.163,9.0,1.854,8.0,1.909,6.0,4.051,7.0,2.514
89,1678836360406,16,-50,80,2,0.792,4.0,3.444,8.0,65.023,19.0,2.741,10.0,3.251,10.0,2.39
89,1678836380804,17,50,-80,1,1.295,16.0,2.416,9.0,1.846,0.0,2.073,10.0,1.906,8.0,2.15
89,1678836399037,18,-80,80,2,1.202,2.0,1.988,9.0,2.44,19.0,1.582,9.0,1.416,9.0,1.752
89,1678836412890,19,-20,-50,1,6.174,,,,,,,,,,
89,1678836419707,20,-80,-50,2,2.118,,,,,,,,,,
89,1678836428356,21,-80,-20,2,1.49,,,,,,,,,,
89,1678836445705,22,-50,-80,1,1.274,5.0,2.353,9.0,1.415,0.0,1.735,10.0,0.998,9.0,2.209
89,1678836463521,23,-50,-20,2,0.812,4.0,1.67,8.0,1.291,8.0,1.84,8.0,1.242,7.0,1.898
89,1678836479174,24,-20,-80,1,0.823,7.0,2.817,8.0,1.599,2.0,1.517,3.0,1.641,9.0,2.573
89,1678836489673,25,20,50,2,1.31,,,,,,,,,,
89,1678836497239,26,80,50,1,1.382,,,,,,,,,,
89,1678836506189,27,80,20,1,1.518,,,,,,,,,,
89,1678836523688,28,50,80,2,0.635,16.0,3.007,9.0,1.687,20.0,1.77,9.0,1.245,10.0,1.626
89,1678836539908,29,20,80,2,0.616,11.0,2.074,6.0,1.231,20.0,1.519,10.0,1.185,10.0,1.493
89,1678836579323,30,50,20,1,0.913,15.0,1.829,9.0,2.003,11.0,1.564,7.0,1.049,7.0,24.282
90,1678836236544,1,50,80,2,2.47,,,,,,,,,,
90,1678836244652,2,50,20,1,2.649,,,,,,,,,,
90,1678836254326,3,80,20,1,1.667,,,,,,,,,,
90,1678836282998,4,20,50,2,1.469,12.0,4.561,5.0,1.518,15.0,5.951,5.0,2.074,7.0,4.982
90,1678836301530,5,20,80,2,1.184,12.0,2.977,7.0,1.352,18.0,3.443,5.0,1.493,7.0,1.504
90,1678836326839,6,80,50,2,1.039,18.0,3.489,5.0,1.965,16.0,4.043,6.0,3.872,3.0,4.281
90,1678836335597,7,50,-20,1,1.603,,,,,,,,,,
90,1678836344222,8,-80,80,2,1.709,,,,,,,,,,
90,1678836353880,9,-20,20,2,1.735,,,,,,,,,,
90,1678836362188,10,50,-50,1,1.167,,,,,,,,,,
90,1678836370447,11,50,-80,1,0.885,,,,,,,,,,
90,1678836379638,12,-20,80,2,0.947,,,,,,,,,,
90,1678836387630,13,-50,20,2,0.98,,,,,,,,,,
90,1678836396722,14,80,-50,1,2.414,,,,,,,,,,
90,1678836407161,15,20,-80,1,1.036,,,,,,,,,,
90,1678836427774,16,-80,20,2,0.911,2.0,4.035,5.0,1.493,12.0,2.795,5.0,1.973,5.0,1.999
90,1678836453134,17,-50,80,2,1.815,5.0,4.844,5.0,1.516,16.0,6.133,5.0,1.369,6.0,2.036
90,1678836476411,18,-80,50,2,0.874,0.0,3.28,6.0,2.522,16.0,3.416,5.0,1.455,6.0,3.921
90,1678836502618,19,20,-50,1,1.461,13.0,3.919,5.0,2.445,3.0,6.448,6.0,1.455,6.0,1.77
90,1678836521900,20,20,-20,1,1.107,11.0,4.367,5.0,1.123,9.0,3.057,5.0,2.09,7.0,1.842
90,1678836544927,21,-20,50,2,0.558,8.0,4.74,5.0,1.471,18.0,3.448,6.0,1.345,5.0,2.107
